PIN	BANK	ROW	COL	PIO	TILE	FUNC	DQS	BASETYPE	DRIVE	PULL	SLEW	HYST	CLAMP	ODRAIN	IOLMODE	IOLCFG	OUT	ODDR1	TRI	IN	RX0	RX1	CLKROOT	OROOT	TROOT
B8	1	0	35	B	PIOT0	PCLKC1_0		-									1	0	0	0	0	0	G_HPBX0300@36,1	F4@16,4	
B9	1	0	38	A	PIOT0	GR_PCLK1_0		OUTPUT_LVTTL33	8	NONE	FAST		ON	OFF			1	0	0	0	0	0	G_HPBX0300@38,1	V06S0203@31,1	
C1	7	5	0	A	PICL0		LDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		?-1@-1,-1	
C10	1	0	44	B	PIOT0			-									1	0	0	0	0	0	G_HPBX0300@45,1	V02S0501@45,1	
C11	1	0	49	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0300@50,1	?-1@-1,-1	V02S0101@50,1
C12	1	0	56	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0300@57,1	F3@20,8	V02S0101@56,1
C13	1	0	60	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0300@61,1	F6@23,8	Q2_SLICE@25,2
C14	2	2	72	C	PICR0		RDQ8	-									1	0	0	0	0	0		F5C_SLICE@70,2	
C15	2	5	72	B	PICR0		RDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		H06W0203@71,12	
C16	2	5	72	A	PICR0		RDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		H06W0003@72,5	
C2	7	5	0	B	PICL0		LDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		F1@61,3	
C3	7	2	0	C	PICL0		LDQ8	-									1	0	1	0	0	0	G_HPBX0200@1,4	F2@20,8	Q2_SLICE@25,2
