PIN	BANK	ROW	COL	PIO	TILE	FUNC	DQS	BASETYPE	DRIVE	PULL	SLEW	HYST	CLAMP	ODRAIN	IOLMODE	IOLCFG	OUT	ODDR1	TRI	IN	RX0	RX1	CLKROOT	OROOT	TROOT
E15	2	8	72	B	PICR0_DQS2		RDQSN8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,8	H02W0001@71,8	
E16	2	11	72	D	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,13	H02W0301@71,13	
E2	7	8	0	B	PICL0_DQS2		LDQSN8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,8	Q1_SLICE@28,10	
E3	7	5	0	C	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,7	Q4_SLICE@26,21	
E4	0	0	9	A	PIOT0			OUTPUT_SSTL15_II	4	NONE			ON				1	0	0	0	0	0	G_HPBX0000@9,1	Q6_SLICE@11,14	
E5	0	0	13	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@13,1	JQ4@1,2	Q0_SLICE@38,6
E6	0	0	20	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@20,1	V06S0303@20,0	V02S0101@20,1
E7	0	0	24	A	PIOT0	GR_PCLK0_1		INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@24,1	F6@37,10	Q0_SLICE@38,6
E8	1	0	33	A	PIOT0	PCLKT1_1		OUTPUT_LVTTL33	8	NONE	FAST		ON	OFF			1	0	0	0	0	0	G_HPBX0000@33,1	JQ4@1,2	
E9	1	0	40	B	PIOT0			-									1	0	0	0	0	0	G_HPBX0000@41,1	F0@38,4	
F1	7	14	0	A	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,14	H02E0501@1,14	
F12	2	8	72	D	PICR0_DQS2		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,10	Q2_SLICE@63,12	
F13	2	8	72	C	PICR0_DQS2		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,10	JQ4@1,2	
F14	2	5	72	D	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,7	JQ4@1,2	
F15	2	11	72	C	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,13	H02W0501@71,13	
F16	2	14	72	A	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,14	H02W0201@71,14	
F2	7	11	0	C	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,13	JQ4@1,2	
F3	7	5	0	D	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,7	H02E0501@1,7	
F4	7	8	0	C	PICL0_DQS2		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,10	Q7_SLICE@61,18	
F5	7	8	0	D	PICL0_DQS2		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,10	Q5_SLICE@26,21	
G1	7	20	0	A	PICL0_DQS2	GR_PCLK7_1	LDQS20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,20	Q3_SLICE@26,21	
G12	2	11	72	A	PICR0		RDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,11	Q3_SLICE@61,18	
G13	2	11	72	B	PICR0		RDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,11	Q5_SLICE@70,15	
G14	2	14	72	C	PICR0	VREF1_2	RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,16	Q3_SLICE@69,18	
G15	2	14	72	B	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,14	JQ4@1,2	
G16	2	20	72	A	PICR0_DQS2	GR_PCLK2_1	RDQS20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,20	Q7_SLICE@70,20	
G2	7	14	0	B	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,14	H02E0701@1,14	
G3	7	14	0	C	PICL0	VREF1_7	LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,16	H06W0103@72,16	
G4	7	11	0	B	PICL0		LDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,11	H02E0501@1,11	
G5	7	11	0	A	PICL0		LDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,11	H06E0203@0,11	
H12	2	17	72	A	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,17	Q4_SLICE@70,15	
H13	2	17	72	B	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,17	Q2_SLICE@69,18	
H14	2	14	72	D	PICR0		RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,16	H06W0203@72,16	
H15	2	20	72	B	PICR0_DQS2		RDQSN20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,20	Q2_SLICE@70,17	
H2	7	20	0	B	PICL0_DQS2		LDQSN20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,20	Q5_SLICE@61,18	
H3	7	14	0	D	PICL0		LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,16	H02E0701@1,16	
H4	7	17	0	B	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,17	Q7_SLICE@69,20	
H5	7	17	0	A	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,17	H06E0303@0,17	
J1	7	23	0	A	PICL0	PCLKT7_1	LDQ20	-									0	0	0	0	0	0			
J12	2	17	72	D	PICR0		RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,19	Q2_SLICE@61,18	
J13	2	17	72	C	PICR0		RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,19	Q7_SLICE@69,17	
J14	2	20	72	C	PICR0_DQS2	GR_PCLK2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0000@71,22	Q2_SLICE@36,9	
J15	2	23	72	B	PICR0	PCLKC2_1	RDQ20	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0000@71,23	Q4_SLICE@49,22	
J16	2	23	72	A	PICR0	PCLKT2_1	RDQ20	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	0	0	G_HPBX0200@71,23		
J2	7	23	0	B	PICL0	PCLKC7_1	LDQ20	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	0	G_HPBX0200@1,23		
J3	7	20	0	C	PICL0_DQS2	GR_PCLK7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0200@1,22		
J4	7	17	0	C	PICL0		LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,19	Q7_SLICE@28,35	
J5	7	17	0	D	PICL0		LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,19	H06E0003@0,19	
K1	7	23	0	C	PICL0	PCLKT7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0200@1,25		
